3.385000,44.50000
0.480000,15.50000
1.350000,8.10000
465.000000,423.00000
36.330000,119.50000
27.660000,115.00000
14.830000,98.20000
1.040000,5.50000
4.190000,58.00000
0.425000,6.40000
0.101000,4.00000
0.920000,5.70000
1.000000,6.60000
0.005000,0.14000
0.060000,1.00000
3.500000,10.80000
2.000000,12.30000
1.700000,6.30000
2547.000000,4603.00000
0.023000,0.30000
187.100000,419.00000
521.000000,655.00000
0.785000,3.50000
10.000000,115.00000
3.300000,25.60000
0.200000,5.00000
1.410000,17.50000
529.000000,680.00000
207.000000,406.00000
85.000000,325.00000
0.750000,12.30000
62.000000,1320.00000
6654.000000,5712.00000
3.500000,3.90000
6.800000,179.00000
35.000000,56.00000
4.050000,17.00000
0.120000,1.00000
0.023000,0.40000
0.010000,0.25000
1.400000,12.50000
250.000000,490.00000
2.500000,12.10000
55.500000,175.00000
100.000000,157.00000
52.160000,440.00000
10.550000,179.50000
0.550000,2.40000
60.000000,81.00000
3.600000,21.00000
4.288000,39.20000
0.280000,1.90000
0.075000,1.20000
0.122000,3.00000
0.048000,0.33000
192.000000,180.00000
3.000000,25.00000
160.000000,169.00000
0.900000,2.60000
1.620000,11.40000
0.104000,2.50000
4.235000,50.40000
